Airline,Date_of_Journey,Source,Destination,Route,Stop 1,Stop 2,Stop 3,Stop 4,Dep_Time,Arrival_Details,Arrival_Date,Arrival_Time,No_of_Days,Duration_hour,Duration_minute,Total_Stops,Additional_Info,Price,Price_Bucket
Multiple carriers,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,6:40,19:15,21-05-2019,7:15 PM,0,12,35,1,No info,7787,LOW
IndiGo,03-03-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,2:00,7:45,03-03-2019,7:45 AM,0,5,45,1,No info,9257,LOW
Jet Airways,12-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:55,22:00,12-05-2019,10:00 PM,0,3,5,0,In-flight meal not included,4030,LOW
SpiceJet,03-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:10,04-05-2019 0:05,4-5-2019,12:05 AM,0,2,55,0,No info,4991,LOW
IndiGo,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:30,13:20,21-03-2019,1:20 PM,0,5,50,1,No info,9861,LOW
IndiGo,15-03-2019,Banglore,New Delhi,BLR?NAG?DEL,NAG,NoSTOP,NoSTOP,NoSTOP,16:50,21:35,15-03-2019,9:35 PM,0,4,45,1,No info,10406,MEDIUM
Jet Airways,09-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:15,18:10,09-06-2019,6:10 PM,0,2,55,0,In-flight meal not included,7229,LOW
Multiple carriers,15-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:45,21:00,15-05-2019,9:00 PM,0,12,15,1,No info,7670,LOW
Jet Airways,24-06-2019,Delhi,Cochin,DEL?ATQ?BOM?COK,ATQ,BOM,NoSTOP,NoSTOP,20:00,25-06-2019 4:25,25-6-2019,4:25 AM,0,8,25,2,No info,14300,MEDIUM
Vistara,15-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,7:10,16-05-2019 10:45,16-5-2019,10:45 AM,1,27,35,1,No info,8452,LOW
SpiceJet,06-04-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:55,17:25,06-04-2019,5:25 PM,0,2,30,0,No info,3873,LOW
SpiceJet,09-06-2019,Kolkata,Banglore,CCU?PNQ?BLR,PNQ,NoSTOP,NoSTOP,NoSTOP,8:35,17:15,09-06-2019,5:15 PM,0,8,40,1,No info,6853,LOW
Jet Airways,06-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,11:10,14:05,06-04-2019,2:05 PM,0,2,55,0,No info,7229,LOW
Jet Airways,15-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:50,22:50,15-04-2019,10:50 PM,0,3,0,0,No info,7229,LOW
Jet Airways,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:15,04-06-2019 12:35,4-6-2019,12:35 PM,0,17,20,1,No info,14714,MEDIUM
IndiGo,12-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:15,19:50,12-06-2019,7:50 PM,0,2,35,0,No info,4804,LOW
IndiGo,09-05-2019,Kolkata,Banglore,CCU?PAT?BLR,PAT,NoSTOP,NoSTOP,NoSTOP,9:20,14:15,09-05-2019,2:15 PM,0,4,55,1,No info,11465,MEDIUM
IndiGo,21-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,23:30,22-04-2019 2:20,22-4-2019,2:20 AM,0,2,50,0,No info,4591,LOW
IndiGo,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:15,10-06-2019 1:30,10-6-2019,1:30 AM,0,16,15,1,No info,6628,LOW
IndiGo,06-03-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,2:00,7:45,06-03-2019,7:45 AM,0,5,45,1,No info,8025,LOW
Air Asia,12-06-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,7:55,15:45,12-06-2019,3:45 PM,0,7,50,1,No info,6152,LOW
IndiGo,03-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:10,13:00,03-04-2019,1:00 PM,0,2,50,0,No info,3943,LOW
Vistara,06-06-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,7:10,07-06-2019 10:45,7-6-2019,10:45 AM,1,27,35,1,No info,9187,LOW
Vistara,21-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,20:20,22-05-2019 10:45,22-5-2019,10:45 AM,0,14,25,1,No info,9187,LOW
Air India,01-05-2019,Kolkata,Banglore,CCU?DEL?COK?BLR,DEL,COK,NoSTOP,NoSTOP,10:00,02-05-2019 13:45,2-5-2019,1:45 PM,1,27,45,2,No info,15164,HIGH
Multiple carriers,06-03-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,9:45,16:10,06-03-2019,4:10 PM,0,6,25,1,No info,10276,MEDIUM
Multiple carriers,01-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,3:50,19:00,01-06-2019,7:00 PM,0,15,10,1,No info,12192,MEDIUM
Air Asia,24-03-2019,Kolkata,Banglore,CCU?BBI?BLR,BBI,NoSTOP,NoSTOP,NoSTOP,19:55,23:30,24-03-2019,11:30 PM,0,3,35,1,No info,5554,LOW
Air India,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:00,19:15,27-03-2019,7:15 PM,0,12,15,1,No info,6377,LOW
IndiGo,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,20:30,22-03-2019 1:35,22-3-2019,1:35 AM,0,5,5,1,No info,6232,LOW
IndiGo,09-05-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,5:10,10:05,09-05-2019,10:05 AM,0,4,55,1,No info,6496,LOW
IndiGo,24-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:15,21:20,24-06-2019,9:20 PM,0,3,5,0,No info,4823,LOW
IndiGo,06-06-2019,Kolkata,Banglore,CCU?BBI?BLR,BBI,NoSTOP,NoSTOP,NoSTOP,19:35,23:15,06-06-2019,11:15 PM,0,3,40,1,No info,6116,LOW
Jet Airways,09-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,10-05-2019 18:15,10-5-2019,6:15 PM,0,22,15,1,In-flight meal not included,7757,LOW
Multiple carriers,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:45,19:15,21-05-2019,7:15 PM,0,10,30,1,No info,8266,LOW
SpiceJet,21-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:55,9:30,21-05-2019,9:30 AM,0,2,35,0,No info,3873,LOW
Jet Airways,15-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,21:10,16-05-2019 10:05,16-5-2019,10:05 AM,0,12,55,1,In-flight meal not included,11841,MEDIUM
IndiGo,24-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:30,18:05,24-05-2019,6:05 PM,0,2,35,0,No info,4804,LOW
IndiGo,01-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:10,13:00,01-06-2019,1:00 PM,0,2,50,0,No info,3943,LOW
Multiple carriers,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:30,19:15,27-05-2019,7:15 PM,0,7,45,1,No info,15898,HIGH
Jet Airways,15-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,17:00,16-05-2019 21:05,16-5-2019,9:05 PM,1,28,5,1,No info,14151,MEDIUM
Jet Airways,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,16:00,10-06-2019 4:25,10-6-2019,4:25 AM,0,12,25,1,In-flight meal not included,10577,MEDIUM
Air India,03-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:10,8:55,03-04-2019,8:55 AM,0,2,45,0,No info,4441,LOW
Jet Airways,06-04-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:30,07-04-2019 12:35,7-4-2019,12:35 PM,1,25,5,1,In-flight meal not included,5177,LOW
Air India,01-04-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,20:45,23:20,01-04-2019,11:20 PM,0,2,35,0,No info,4460,LOW
Multiple carriers,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:00,21:00,18-05-2019,9:00 PM,0,13,0,1,No info,13727,MEDIUM
Jet Airways,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,16:00,04-06-2019 12:35,4-6-2019,12:35 PM,0,20,35,1,No info,14714,MEDIUM
Jet Airways,06-06-2019,Delhi,Cochin,DEL?IDR?BOM?COK,IDR,BOM,NoSTOP,NoSTOP,21:25,07-06-2019 19:00,7-6-2019,7:00 PM,0,21,35,2,In-flight meal not included,10588,MEDIUM
Jet Airways,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,18:50,21-03-2019,6:50 PM,0,9,50,1,In-flight meal not included,7438,LOW
Air India,06-03-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,20:40,07-03-2019 9:25,7-3-2019,9:25 AM,0,12,45,1,No info,12677,MEDIUM
Jet Airways,06-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:15,07-06-2019 19:00,7-6-2019,7:00 PM,0,24,45,1,No info,14714,MEDIUM
IndiGo,24-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,12:00,13:30,24-06-2019,1:30 PM,0,1,30,0,No info,2754,LOW
IndiGo,21-03-2019,Delhi,Cochin,DEL?HYD?MAA?COK,HYD,MAA,NoSTOP,NoSTOP,7:35,21:20,21-03-2019,9:20 PM,0,13,45,2,No info,6494,LOW
IndiGo,15-03-2019,Banglore,New Delhi,BLR?HYD?DEL,HYD,NoSTOP,NoSTOP,NoSTOP,16:15,20:35,15-03-2019,8:35 PM,0,4,20,1,No info,5607,LOW
Jet Airways,01-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,22:50,02-03-2019 21:20,2-3-2019,9:20 PM,0,22,30,1,No info,25735,VERY HIGH
IndiGo,03-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:10,10:05,03-05-2019,10:05 AM,0,2,55,0,No info,4823,LOW
Air India,21-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:05,22:25,21-03-2019,10:25 PM,0,1,20,0,No info,2050,LOW
Air India,12-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,8:50,23:15,12-03-2019,11:15 PM,0,14,25,1,No info,12127,MEDIUM
Multiple carriers,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:15,13-06-2019 1:30,13-6-2019,1:30 AM,0,7,15,1,No info,13377,MEDIUM
Jet Airways,06-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:50,22:50,06-05-2019,10:50 PM,0,3,0,0,No info,7229,LOW
Vistara,24-04-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:00,9:10,24-04-2019,9:10 AM,0,3,10,0,No info,6216,LOW
Air India,09-06-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:05,21:10,09-06-2019,9:10 PM,0,3,5,0,No info,8456,LOW
Jet Airways,18-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:10,19-05-2019 12:35,19-5-2019,12:35 PM,0,17,25,2,No info,15129,HIGH
Jet Airways,12-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,16:55,13-03-2019 7:40,13-3-2019,7:40 AM,0,14,45,1,No info,13817,MEDIUM
GoAir,06-05-2019,Delhi,Cochin,DEL?AMD?COK,AMD,NoSTOP,NoSTOP,NoSTOP,7:25,13:35,06-05-2019,1:35 PM,0,6,10,1,No info,6296,LOW
Air India,21-03-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:15,16:45,21-03-2019,4:45 PM,0,2,30,0,No info,5170,LOW
SpiceJet,24-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:10,25-05-2019 0:05,25-5-2019,12:05 AM,0,2,55,0,No check-in baggage included,3919,LOW
IndiGo,03-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:10,10:05,03-04-2019,10:05 AM,0,2,55,0,No info,4823,LOW
Jet Airways,24-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,25-06-2019 4:25,25-6-2019,4:25 AM,0,18,25,1,In-flight meal not included,10262,MEDIUM
Jet Airways,09-06-2019,Delhi,Cochin,DEL?LKO?BOM?COK,LKO,BOM,NoSTOP,NoSTOP,14:05,10-06-2019 12:35,10-6-2019,12:35 PM,0,22,30,2,No info,13882,MEDIUM
Multiple carriers,06-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,13:00,21:00,06-06-2019,9:00 PM,0,8,0,1,No info,13587,MEDIUM
Jet Airways,09-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,0:20,10-03-2019 4:25,10-3-2019,4:25 AM,1,28,5,1,In-flight meal not included,11848,MEDIUM
Air India,06-03-2019,Mumbai,Hyderabad,BOM?DEL?HYD,DEL,NoSTOP,NoSTOP,NoSTOP,10:00,23:45,06-03-2019,11:45 PM,0,13,45,1,No info,11678,MEDIUM
IndiGo,18-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:25,21:20,18-05-2019,9:20 PM,0,2,55,0,No info,4823,LOW
SpiceJet,15-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:10,16-04-2019 0:05,16-4-2019,12:05 AM,0,2,55,0,No check-in baggage included,3919,LOW
Vistara,12-06-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:45,20:05,12-06-2019,8:05 PM,0,2,20,0,No info,11982,MEDIUM
Jet Airways,01-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,18:00,01-05-2019,6:00 PM,0,8,25,1,In-flight meal not included,10703,MEDIUM
Jet Airways,18-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,18:55,19-05-2019 23:35,19-5-2019,11:35 PM,1,28,40,1,In-flight meal not included,10844,MEDIUM
Jet Airways,15-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,18:55,16-05-2019 19:50,16-5-2019,7:50 PM,0,24,55,1,In-flight meal not included,10844,MEDIUM
IndiGo,27-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,16:55,18:25,27-06-2019,6:25 PM,0,1,30,0,No info,3175,LOW
Air India,01-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:00,19:15,01-06-2019,7:15 PM,0,11,15,1,No info,9929,LOW
Jet Airways,06-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,19:10,06-03-2019,7:10 PM,0,5,5,1,No info,19225,HIGH
SpiceJet,24-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:45,7:15,24-05-2019,7:15 AM,0,1,30,0,No info,2017,LOW
Jet Airways,21-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,11:40,19-03-2019 12:15,19-3-2019,12:15 PM,0,24,35,1,In-flight meal not included,7832,LOW
Jet Airways,01-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,02-05-2019 9:20,2-5-2019,9:20 AM,1,26,50,1,In-flight meal not included,9663,LOW
Multiple carriers,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:40,21:00,09-06-2019,9:00 PM,0,9,20,1,No info,7005,LOW
IndiGo,12-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,2:35,4:05,12-05-2019,4:05 AM,0,1,30,0,No info,3175,LOW
Air India,01-04-2019,Kolkata,Banglore,CCU?MAA?BLR,MAA,NoSTOP,NoSTOP,NoSTOP,14:35,02-04-2019 15:20,2-4-2019,3:20 PM,0,24,45,1,No info,5006,LOW
Multiple carriers,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:45,19:15,15-06-2019,7:15 PM,0,10,30,1,No info,9526,LOW
Jet Airways,06-06-2019,Delhi,Cochin,DEL?IDR?BOM?COK,IDR,BOM,NoSTOP,NoSTOP,5:30,19:00,06-06-2019,7:00 PM,0,13,30,2,No info,13292,MEDIUM
IndiGo,09-05-2019,Delhi,Cochin,DEL?LKO?COK,LKO,NoSTOP,NoSTOP,NoSTOP,21:50,10-05-2019 3:35,10-5-2019,3:35 AM,0,5,45,1,No info,6058,LOW
Air India,24-06-2019,Delhi,Cochin,DEL?RPR?NAG?BOM?COK,RPR,NAG,BOM,COK,5:15,25-06-2019 7:40,25-6-2019,7:40 AM,1,26,25,3,No info,10493,MEDIUM
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,22:35,09-06-2019,10:35 PM,0,6,5,1,In-flight meal not included,10844,MEDIUM
Jet Airways,01-04-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,21:05,01-04-2019,9:05 PM,0,11,30,1,No info,10953,MEDIUM
Jet Airways,21-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,22-05-2019 12:00,22-5-2019,12:00 PM,0,16,0,1,In-flight meal not included,10844,MEDIUM
Jet Airways,06-06-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,20:25,07-06-2019 9:45,7-6-2019,9:45 AM,0,13,20,1,In-flight meal not included,10539,MEDIUM
Jet Airways,15-06-2019,Delhi,Cochin,DEL?IDR?BOM?COK,IDR,BOM,NoSTOP,NoSTOP,5:30,16-06-2019 4:25,16-6-2019,4:25 AM,0,22,55,2,No info,13292,MEDIUM
Vistara,18-05-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:00,9:10,18-05-2019,9:10 AM,0,3,10,0,No info,6741,LOW
Jet Airways,06-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,07-06-2019 9:20,7-6-2019,9:20 AM,0,13,20,1,No info,14571,MEDIUM
Jet Airways,09-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,8:25,18:15,09-05-2019,6:15 PM,0,9,50,1,No info,14781,MEDIUM
IndiGo,18-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,16:55,18:25,18-05-2019,6:25 PM,0,1,30,0,No info,3838,LOW
Air India,18-06-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:05,17:55,18-06-2019,5:55 PM,0,3,50,0,No info,5201,LOW
Air Asia,09-06-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,7:55,15:45,09-06-2019,3:45 PM,0,7,50,1,No info,8759,LOW
GoAir,24-04-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:00,12:55,24-04-2019,12:55 PM,0,5,55,1,No info,6195,LOW
Air India,15-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:30,20:45,15-03-2019,8:45 PM,0,1,15,0,No info,3100,LOW
SpiceJet,18-05-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,17:55,22:50,18-05-2019,10:50 PM,0,4,55,1,No info,5975,LOW
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,23:35,09-06-2019,11:35 PM,0,9,30,1,In-flight meal not included,10844,MEDIUM
Jet Airways,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,20:55,28-05-2019 4:25,28-5-2019,4:25 AM,0,7,30,1,No info,16079,HIGH
SpiceJet,27-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,8:20,10:35,27-05-2019,10:35 AM,0,2,15,0,No check-in baggage included,3543,LOW
SpiceJet,03-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:10,19:40,03-05-2019,7:40 PM,0,2,30,0,No check-in baggage included,3841,LOW
Jet Airways,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:15,16-06-2019 12:35,16-6-2019,12:35 PM,0,17,20,1,In-flight meal not included,10262,MEDIUM
Jet Airways,12-06-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,23:35,12-06-2019,11:35 PM,0,14,0,1,No info,12692,MEDIUM
IndiGo,01-06-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:55,10:15,01-06-2019,10:15 AM,0,2,20,0,No info,3850,LOW
Jet Airways,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:00,19-05-2019 4:25,19-5-2019,4:25 AM,0,20,25,1,In-flight meal not included,12373,MEDIUM
Air India,21-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:55,15:25,21-03-2019,3:25 PM,0,1,30,0,No info,3100,LOW
Vistara,18-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:30,22:15,18-05-2019,10:15 PM,0,2,45,0,No info,4878,LOW
Jet Airways,09-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:10,10-05-2019 19:00,10-5-2019,7:00 PM,0,23,50,2,No info,15129,HIGH
Multiple carriers Premium economy,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:55,21:00,21-03-2019,9:00 PM,0,12,5,1,No info,9845,LOW
IndiGo,01-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,1:30,4:15,01-05-2019,4:15 AM,0,2,45,0,No info,4077,LOW
Multiple carriers,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:30,19:00,21-05-2019,7:00 PM,0,11,30,1,No info,9315,LOW
Jet Airways,09-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,23:35,09-05-2019,11:35 PM,0,9,30,1,No info,14781,MEDIUM
Air India,06-03-2019,Mumbai,Hyderabad,BOM?GOI?PNQ?HYD,GOI,PNQ,NoSTOP,NoSTOP,16:50,16:55,06-03-2019,4:55 PM,0,5,0,2,No info,17327,HIGH
Air India,09-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:00,19:50,09-03-2019,7:50 PM,0,2,50,0,No info,9481,LOW
Jet Airways,27-03-2019,Delhi,Cochin,DEL?MAA?BOM?COK,MAA,BOM,NoSTOP,NoSTOP,5:10,28-03-2019 19:45,28-3-2019,7:45 PM,1,38,35,2,In-flight meal not included,8938,LOW
Jet Airways,09-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,12:00,09-05-2019,12:00 PM,0,5,30,1,No info,14388,MEDIUM
Air India,21-03-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,20:30,22-03-2019 23:00,22-3-2019,11:00 PM,1,26,30,1,No info,5704,LOW
GoAir,09-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:45,10:40,09-06-2019,10:40 AM,0,2,55,0,No info,3898,LOW
Jet Airways,27-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,2:55,4:25,27-03-2019,4:25 AM,0,1,30,0,No info,5678,LOW
IndiGo,09-03-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,7:35,12:00,09-03-2019,12:00 PM,0,4,25,1,No info,6937,LOW
IndiGo,21-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:05,20:30,21-03-2019,8:30 PM,0,1,25,0,No info,2754,LOW
SpiceJet,15-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:45,16-03-2019 0:10,16-3-2019,12:10 AM,0,1,25,0,No check-in baggage included,2647,LOW
IndiGo,21-05-2019,Kolkata,Banglore,CCU?MAA?BLR,MAA,NoSTOP,NoSTOP,NoSTOP,6:20,10:20,21-05-2019,10:20 AM,0,4,0,1,No info,4226,LOW
